Name,GP,MIN,PTS,FGM,FGA,FG%,3P Made,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,TARGET_5Yrs,PER,PPM,Usage_Rate,True_Shooting_Percentage,Effective_FG_Percentage,Points_Per_Shot,Total_Rebound_Percentage,Offensive_Rebound_Percentage,Defensive_Rebound_Percentage,Assist_Percentage,AST_Ratio,Steal_Percentage,Block_Percentage,Stocks,Versatility_Index,Offensive_Versatility,Defensive_Versatility,Three_Point_Rate,Free_Throw_Rate,PTS_Per_Game,PTS_Per_36,REB_Per_Game,REB_Per_36,AST_Per_Game,AST_Per_36,STL_Per_Game,STL_Per_36,BLK_Per_Game,BLK_Per_36,TOV_Per_Game,TOV_Per_36,Box_Plus_Minus,Scoring_Consistency,Usage_Consistency,Offensive_Impact,Defensive_Impact,Overall_Impact,Points_Per_Touch,Production_Per_Possession,PTS_to_Usage_Ratio,AST_to_Usage_Ratio,2P%,Points_Per_Shot_Attempt,Physical_Impact
Chris Morris,76,27.6,14.1,5.4,11.9,45.3781512605042,0.8,2.3,34.78260869565218,2.4,3.3,72.72727272727273,2.5,2.8,5.2,1.6,1.3,0.8,2.5,1.0,0.2697368421052632,0.5108695652173912,0.5743478260869566,0.5280107849011384,0.4873949579831933,1.0560215698022768,0.11899313501144167,0.057208237986270026,0.06407322654462243,0.007322654462242563,13.445378151260504,0.029748283752860417,0.01830663615560641,2.1,23.000000000000004,18.2,4.8999999999999995,0.19327731092436973,0.27731092436974786,0.18552631578947368,18.391304347826086,0.06842105263157895,6.782608695652174,0.021052631578947368,2.0869565217391304,0.017105263157894738,1.6956521739130435,0.010526315789473684,1.0434782608695652,0.03289473684210526,3.260869565217391,0.14907894736842106,0.9276315789473685,0.007557208237986271,0.5688405797101449,0.17753623188405795,0.7463768115942029,0.7305699481865284,1.3630916716596764,24.549583648750943,2.7857683573050718,0.47916666666666663,1.184873949579832,0.26449275362318836
Lamar Odom,76,36.4,16.6,5.9,13.5,43.7037037037037,0.8,2.2,36.36363636363636,4.0,5.5,72.72727272727273,2.1,5.7,7.8,4.2,1.2,1.3,3.4,1.0,0.36447368421052634,0.4560439560439561,0.5307692307692308,0.521356783919598,0.46666666666666673,1.042713567839196,0.13533834586466165,0.03643724696356276,0.09890109890109891,0.014574898785425101,31.11111111111111,0.020821283979178717,0.02255639097744361,2.5,31.1,22.900000000000002,8.200000000000001,0.16296296296296298,0.4074074074074074,0.21842105263157896,16.41758241758242,0.10263157894736842,7.714285714285715,0.05526315789473685,4.153846153846154,0.015789473684210527,1.1868131868131868,0.017105263157894738,1.2857142857142858,0.04473684210526316,3.3626373626373627,0.2750000000000001,0.8736842105263158,0.0069838056680161945,0.5714285714285715,0.2252747252747253,0.7967032967032968,0.62406015037594,1.3298490127758422,31.275362318840582,7.91304347826087,0.4513274336283186,1.2296296296296296,0.28296703296703296
Marcus Liberty,76,15.4,6.7,2.8,6.8,41.1764705882353,0.2,0.8,25.0,0.8,1.2,66.66666666666667,1.5,1.4,2.9,0.8,0.6,0.3,0.9,0.0,0.1368421052631579,0.43506493506493504,0.5342857142857143,0.4571506550218341,0.4264705882352941,0.9143013100436682,0.11893369788106628,0.06151742993848256,0.05741626794258372,0.00656185919343814,11.764705882352942,0.024606971975393025,0.012303485987696513,0.8999999999999999,11.3,9.0,2.3,0.11764705882352942,0.17647058823529413,0.0881578947368421,15.662337662337661,0.038157894736842106,6.779220779220778,0.010526315789473684,1.8701298701298703,0.007894736842105263,1.4025974025974026,0.003947368421052632,0.7012987012987013,0.011842105263157895,2.103896103896104,0.06697368421052631,0.8375,0.0070300751879699246,0.487012987012987,0.14935064935064934,0.6363636363636364,0.6907216494845361,1.33769322235434,12.540106951871659,1.4973262032085564,0.4333333333333333,0.9852941176470589,0.24675324675324672
Chris Bosh,75,33.5,11.5,4.4,9.5,46.31578947368422,0.1,0.2,50.0,2.7,3.8,71.05263157894737,2.5,4.9,7.4,1.0,0.8,1.4,1.4,1.0,0.27599999999999997,0.34328358208955223,0.37528358208955226,0.5146795560329395,0.46842105263157896,1.029359112065879,0.1413731343283582,0.04776119402985075,0.09361194029850747,0.00382089552238806,10.526315789473685,0.01528358208955224,0.026746268656716417,2.2,22.099999999999998,15.0,7.1,0.021052631578947368,0.39999999999999997,0.15333333333333332,12.35820895522388,0.09866666666666667,7.95223880597015,0.013333333333333334,1.0746268656716418,0.010666666666666668,0.8597014925373134,0.018666666666666665,1.5044776119402983,0.018666666666666665,1.5044776119402983,0.1550666666666667,0.8646616541353384,0.005003781094527363,0.373134328358209,0.21194029850746268,0.5850746268656717,0.732484076433121,1.489277204130262,30.6434934775692,2.664651606745148,0.4623655913978495,1.2105263157894737,0.2865671641791045
Dallas Comegys,75,15.0,5.6,2.1,4.8,43.75,0.0,0.0,0.0,1.4,2.0,70.0,0.7,2.2,2.9,0.9,0.5,0.9,1.6,0.0,0.12266666666666669,0.3733333333333333,0.4853333333333333,0.49295774647887325,0.43750000000000006,0.9859154929577465,0.12373333333333333,0.029866666666666666,0.09386666666666667,0.00768,18.75,0.021333333333333333,0.038400000000000004,1.4,10.8,7.2,3.6,0.0,0.4166666666666667,0.07466666666666666,13.439999999999998,0.03866666666666667,6.96,0.012,2.16,0.006666666666666667,1.2,0.012,2.16,0.021333333333333336,3.8400000000000003,0.07386666666666668,0.8235294117647058,0.006471111111111111,0.43333333333333335,0.24000000000000002,0.6733333333333333,0.6021505376344085,1.0942249240121582,11.538461538461538,1.8543956043956047,0.43750000000000006,1.1666666666666667,0.2866666666666667
Michael Cage,75,21.5,7.1,2.9,5.3,54.716981132075475,0.0,0.0,0.0,1.3,1.8,72.22222222222221,1.7,3.5,5.2,0.7,0.6,0.4,1.1,1.0,0.17200000000000001,0.3302325581395349,0.33451162790697675,0.5827314510833881,0.5471698113207547,1.1654629021667762,0.1547906976744186,0.0506046511627907,0.10418604651162791,0.004167441860465116,13.20754716981132,0.01786046511627907,0.011906976744186048,1.0,14.0,9.5,4.5,0.0,0.339622641509434,0.09466666666666666,11.888372093023257,0.06933333333333333,8.706976744186047,0.009333333333333332,1.172093023255814,0.008,1.0046511627906978,0.005333333333333334,0.6697674418604651,0.014666666666666668,1.8418604651162793,0.10373333333333334,1.0,0.00446015503875969,0.36279069767441857,0.20930232558139536,0.5720930232558139,0.797752808988764,1.7297887836853607,21.22497219132369,2.092602892102336,0.5471698113207547,1.3396226415094339,0.28837209302325584
Bill Garnett,75,18.8,6.3,2.3,4.3,53.48837209302325,0.0,0.0,0.0,1.7,2.3,73.91304347826087,1.9,3.5,5.4,1.4,0.6,0.9,1.1,0.0,0.18,0.33510638297872336,0.341063829787234,0.5929969879518073,0.5348837209302325,1.1859939759036147,0.18382978723404256,0.06468085106382979,0.11914893617021277,0.009531914893617021,32.55813953488372,0.020425531914893616,0.030638297872340427,1.5,14.6,9.6,5.0,0.0,0.5348837209302325,0.08399999999999999,12.063829787234042,0.07200000000000001,10.340425531914894,0.018666666666666665,2.6808510638297873,0.008,1.1489361702127658,0.012,1.7234042553191489,0.014666666666666668,2.1063829787234045,0.13226666666666667,0.9545454545454546,0.004547517730496453,0.40957446808510634,0.26595744680851063,0.675531914893617,0.6923076923076923,2.1276595744680846,18.47161572052402,4.104803493449782,0.5348837209302325,1.4651162790697674,0.3670212765957447
Kenny Williams,75,7.0,2.9,1.2,2.4,50.0,0.0,0.0,0.0,0.5,0.7,71.42857142857143,0.7,1.0,1.7,0.4,0.1,0.4,0.6,0.0,0.06533333333333334,0.41428571428571426,0.47257142857142853,0.5354505169867061,0.5,1.0709010339734122,0.15542857142857142,0.064,0.09142857142857143,0.007314285714285715,16.666666666666668,0.009142857142857144,0.036571428571428574,0.5,5.5,4.0,1.5,0.0,0.2916666666666667,0.03866666666666667,14.914285714285713,0.022666666666666665,8.742857142857142,0.005333333333333334,2.0571428571428574,0.0013333333333333335,0.5142857142857143,0.005333333333333334,2.0571428571428574,0.008,3.085714285714286,0.0376,0.935483870967742,0.00630095238095238,0.4714285714285714,0.21428571428571427,0.6857142857142857,0.7073170731707318,1.5337423312883438,6.136638452237001,0.8464328899637245,0.5,1.2083333333333333,0.31428571428571433
Vonteego Cummings,75,23.9,9.4,3.5,8.7,40.229885057471265,0.7,2.0,35.0,1.7,2.3,73.91304347826087,0.8,1.7,2.5,3.3,1.2,0.2,1.8,0.0,0.1973333333333333,0.39330543933054396,0.4816736401673641,0.48393739703459643,0.442528735632184,0.9678747940691929,0.06694560669456066,0.021422594142259416,0.045523012552301255,0.01767364016736402,37.931034482758626,0.032133891213389124,0.005355648535564854,1.4,16.599999999999998,13.5,3.1,0.2298850574712644,0.26436781609195403,0.12533333333333332,14.158995815899583,0.03333333333333333,3.765690376569038,0.044,4.97071129707113,0.016,1.8075313807531381,0.002666666666666667,0.301255230125523,0.024,2.711297071129707,0.16906666666666664,0.8545454545454546,0.006422315202231521,0.5313807531380753,0.1297071129707113,0.6610878661087867,0.5838509316770186,1.260268857356236,19.515288394718553,6.8511118832522575,0.41791044776119407,1.0804597701149428,0.16317991631799167
Chucky Brown,75,17.9,7.3,2.8,6.0,46.666666666666664,0.0,0.1,0.0,1.7,2.2,77.27272727272727,1.1,2.0,3.1,0.7,0.4,0.3,0.9,1.0,0.14533333333333334,0.40782122905027934,0.43955307262569837,0.5238231917336394,0.4666666666666666,1.047646383467279,0.11083798882681564,0.03932960893854749,0.07150837988826815,0.0050055865921787715,11.666666666666666,0.014301675977653631,0.010726256983240224,0.7,11.8,9.1,2.6999999999999997,0.016666666666666666,0.3666666666666667,0.09733333333333333,14.681564245810057,0.04133333333333333,6.23463687150838,0.009333333333333332,1.4078212290502794,0.005333333333333334,0.8044692737430169,0.004,0.6033519553072626,0.012,1.8100558659217878,0.08186666666666668,0.8902439024390244,0.005860707635009311,0.446927374301676,0.15083798882681565,0.5977653631284916,0.7448979591836735,1.344562647754137,16.607778342653784,1.5925266903914588,0.47457627118644063,1.2166666666666666,0.2122905027932961
Lester Conner,75,18.9,4.9,1.9,4.0,47.5,0.0,0.1,0.0,1.1,1.5,73.33333333333334,0.9,2.0,2.9,3.4,1.6,0.1,1.3,1.0,0.15466666666666667,0.2592592592592593,0.31534391534391537,0.5257510729613735,0.475,1.051502145922747,0.09820105820105819,0.030476190476190476,0.06772486772486773,0.023026455026455027,85.0,0.05417989417989418,0.0033862433862433864,1.7000000000000002,12.9,9.200000000000001,3.7,0.025,0.375,0.06533333333333334,9.333333333333336,0.03866666666666667,5.523809523809525,0.04533333333333333,6.476190476190477,0.021333333333333336,3.047619047619048,0.0013333333333333335,0.1904761904761905,0.017333333333333333,2.4761904761904767,0.17346666666666666,0.890909090909091,0.004204585537918872,0.43915343915343924,0.19576719576719578,0.634920634920635,0.48039215686274506,1.8181818181818181,15.538590604026846,10.781879194630871,0.48717948717948717,1.225,0.24338624338624337
Darren Daye,75,15.7,6.1,2.4,5.4,44.44444444444444,0.0,0.1,0.0,1.3,1.8,72.22222222222221,1.2,1.3,2.5,2.3,0.5,0.2,1.3,1.0,0.1373333333333333,0.3885350318471337,0.4771974522292994,0.4925710594315245,0.4444444444444444,0.985142118863049,0.10191082802547771,0.0489171974522293,0.05299363057324841,0.018751592356687895,42.59259259259258,0.02038216560509554,0.008152866242038218,0.7,11.599999999999998,9.599999999999998,2.0,0.018518518518518517,0.3333333333333333,0.08133333333333333,13.987261146496815,0.03333333333333333,5.7324840764331215,0.030666666666666665,5.273885350318471,0.006666666666666667,1.1464968152866242,0.002666666666666667,0.4585987261146497,0.017333333333333333,2.980891719745223,0.11586666666666669,0.8472222222222221,0.006362632696390659,0.5350318471337578,0.12738853503184713,0.662420382165605,0.5648148148148148,1.5257469802924346,12.782968499733048,4.819807794981313,0.4528301886792452,1.1296296296296295,0.20382165605095542
Eric Leckner,75,10.4,4.3,1.6,2.9,55.17241379310345,0.0,0.0,0.0,1.1,1.5,73.33333333333334,0.6,2.0,2.7,0.2,0.1,0.3,0.9,1.0,0.08933333333333332,0.41346153846153844,0.4288461538461538,0.6039325842696629,0.5517241379310345,1.2078651685393258,0.16615384615384615,0.03692307692307692,0.12307692307692308,0.0024615384615384616,6.8965517241379315,0.006153846153846154,0.01846153846153846,0.4,7.6,5.1,2.4,0.0,0.5172413793103449,0.05733333333333333,14.884615384615383,0.036000000000000004,9.346153846153847,0.002666666666666667,0.6923076923076923,0.0013333333333333335,0.34615384615384615,0.004,1.0384615384615383,0.012,3.1153846153846154,0.047999999999999994,0.9772727272727272,0.0057179487179487174,0.43269230769230765,0.23076923076923075,0.6634615384615384,0.7818181818181816,1.3212435233160622,10.026905829596412,0.4663677130044844,0.5517241379310345,1.4827586206896552,0.2980769230769231
Mitchell Butler,75,17.6,6.9,2.8,5.6,50.0,0.0,0.1,0.0,1.4,2.4,58.333333333333336,1.4,1.6,3.0,1.0,0.7,0.3,1.2,1.0,0.1426666666666667,0.39204545454545453,0.4463636363636363,0.518329326923077,0.5,1.036658653846154,0.10909090909090909,0.050909090909090904,0.05818181818181818,0.007272727272727271,17.857142857142858,0.025454545454545452,0.010909090909090908,1.0,11.9,9.3,2.5999999999999996,0.01785714285714286,0.4285714285714286,0.092,14.113636363636363,0.04,6.136363636363636,0.013333333333333334,2.0454545454545454,0.009333333333333332,1.4318181818181817,0.004,0.6136363636363635,0.016,2.454545454545454,0.08413333333333334,0.8625,0.00595151515151515,0.44886363636363635,0.1477272727272727,0.5965909090909091,0.6764705882352942,1.4405204460966545,15.458248472505094,2.2403258655804485,0.509090909090909,1.2321428571428572,0.22727272727272727
Udonis Haslem,75,23.9,7.3,2.7,6.0,45.0,0.0,0.0,0.0,1.9,2.4,79.16666666666667,2.5,3.8,6.3,0.7,0.4,0.3,1.0,1.0,0.18666666666666668,0.3054393305439331,0.337071129707113,0.5172902494331065,0.45,1.034580498866213,0.1687029288702929,0.06694560669456066,0.10175732217573222,0.0037489539748953977,11.666666666666666,0.010711297071129708,0.008033472803347281,0.7,15.0,10.5,4.5,0.0,0.39999999999999997,0.09733333333333333,10.99581589958159,0.08399999999999999,9.489539748953975,0.009333333333333332,1.0543933054393306,0.005333333333333334,0.602510460251046,0.004,0.45188284518828453,0.013333333333333334,1.5062761506276152,0.10320000000000004,0.869047619047619,0.004494281729428173,0.3347280334728034,0.1882845188284519,0.5230125523012553,0.7227722772277227,1.8898488120950323,21.657149950347563,2.0767130089374377,0.45,1.2166666666666666,0.29288702928870297
Roy Tarpley,75,18.7,7.5,3.1,6.7,46.26865671641791,0.0,0.0,0.0,1.3,1.9,68.42105263157895,2.4,4.7,7.1,0.7,0.8,1.1,1.4,1.0,0.21066666666666664,0.40106951871657753,0.47786096256684496,0.49761146496815284,0.4626865671641791,0.9952229299363057,0.2429946524064171,0.08213903743315508,0.16085561497326203,0.004791443850267379,10.44776119402985,0.02737967914438503,0.037647058823529415,1.9000000000000001,17.2,10.6,6.6,0.0,0.2835820895522388,0.1,14.43850267379679,0.09466666666666666,13.668449197860964,0.009333333333333332,1.3475935828877004,0.010666666666666668,1.540106951871658,0.014666666666666668,2.1176470588235294,0.018666666666666665,2.6951871657754007,0.11453333333333336,0.872093023255814,0.006371479500891266,0.4385026737967914,0.3529411764705882,0.7914438502673796,0.7009345794392524,1.621787025703794,15.694941808415397,1.4648612354521036,0.4626865671641791,1.1194029850746268,0.4812834224598931
Todd Fuller,75,12.7,4.1,1.5,3.5,42.857142857142854,0.0,0.0,0.0,1.0,1.5,66.66666666666667,1.4,1.9,3.3,0.3,0.1,0.3,0.7,1.0,0.09866666666666667,0.3228346456692913,0.3826771653543308,0.49278846153846145,0.42857142857142855,0.9855769230769229,0.1662992125984252,0.0705511811023622,0.095748031496063,0.003023622047244094,8.571428571428571,0.005039370078740158,0.015118110236220473,0.4,8.1,5.799999999999999,2.3,0.0,0.42857142857142855,0.05466666666666666,11.622047244094487,0.044,9.354330708661417,0.004,0.8503937007874016,0.0013333333333333335,0.2834645669291339,0.004,0.8503937007874016,0.009333333333333332,1.984251968503937,0.04706666666666667,0.82,0.00510236220472441,0.3464566929133858,0.1811023622047244,0.5275590551181102,0.6833333333333332,1.6763005780346818,10.713991769547322,0.7839506172839504,0.42857142857142855,1.1714285714285713,0.29133858267716534
Nerlens Noel,75,30.8,9.9,4.0,8.7,45.97701149425288,0.0,0.0,0.0,1.9,3.1,61.29032258064516,2.5,5.7,8.1,1.7,1.8,1.9,1.9,0.0,0.2866666666666667,0.32142857142857145,0.3884415584415584,0.491852146263911,0.4597701149425288,0.983704292527822,0.1683116883116883,0.05194805194805195,0.11844155844155844,0.007064935064935064,19.540229885057474,0.0374025974025974,0.03948051948051948,3.7,23.4,14.1,9.4,0.0,0.35632183908045983,0.132,11.571428571428573,0.108,9.467532467532468,0.022666666666666665,1.987012987012987,0.024,2.103896103896104,0.025333333333333333,2.2207792207792205,0.025333333333333333,2.2207792207792205,0.1844,0.8389830508474577,0.005179220779220779,0.3766233766233766,0.3051948051948052,0.6818181818181818,0.6428571428571429,1.4898562975486052,25.486459378134406,4.376462721497827,0.4597701149425288,1.1379310344827587,0.38311688311688313
Phil Pressey,75,15.1,2.8,1.0,3.4,29.411764705882355,0.4,1.4,28.571428571428573,0.4,0.6,66.66666666666667,0.3,1.1,1.4,3.2,0.9,0.1,1.2,0.0,0.09599999999999997,0.18543046357615894,0.32211920529801324,0.38209606986899564,0.35294117647058826,0.7641921397379913,0.059337748344370854,0.01271523178807947,0.0466225165562914,0.02712582781456954,94.11764705882354,0.03814569536423841,0.00423841059602649,1.0,8.399999999999999,6.3,2.1,0.4117647058823529,0.17647058823529413,0.03733333333333333,6.675496688741722,0.018666666666666665,3.337748344370861,0.04266666666666667,7.629139072847683,0.012,2.145695364238411,0.0013333333333333335,0.2384105960264901,0.016,2.8609271523178808,0.12600000000000003,0.7,0.004294922737306844,0.3973509933774835,0.13907284768211922,0.5364238410596027,0.3333333333333333,1.3803680981595092,8.692434210526315,9.93421052631579,0.3,0.8235294117647058,0.15894039735099338
Tony Bennett,75,11.4,3.7,1.5,3.5,42.857142857142854,0.3,1.1,27.27272727272727,0.4,0.5,80.0,0.2,0.7,0.8,1.8,0.4,0.0,0.7,0.0,0.08,0.32456140350877194,0.387719298245614,0.49731182795698925,0.4714285714285714,0.9946236559139785,0.04491228070175439,0.011228070175438597,0.03929824561403508,0.020210526315789474,51.42857142857143,0.022456140350877195,0.0,0.4,6.7,5.7,1.1,0.31428571428571433,0.14285714285714285,0.04933333333333333,11.68421052631579,0.010666666666666668,2.526315789473684,0.024,5.684210526315789,0.005333333333333334,1.263157894736842,0.0,0.0,0.009333333333333332,2.2105263157894735,0.08306666666666668,0.925,0.0051695906432748535,0.4824561403508772,0.09649122807017545,0.5789473684210527,0.5692307692307692,1.3507109004739337,9.542986425339368,4.642533936651584,0.5,1.0571428571428572,0.10526315789473685
Ken Bannister,75,18.7,6.8,2.8,5.9,47.45762711864406,0.0,0.0,0.0,1.2,2.6,46.15384615384615,1.4,3.0,4.4,0.5,0.5,0.5,1.9,1.0,0.144,0.36363636363636365,0.478288770053476,0.4826802952867688,0.47457627118644063,0.9653605905735376,0.15058823529411766,0.047914438502673795,0.10267379679144385,0.003422459893048128,8.47457627118644,0.017112299465240642,0.017112299465240642,1.0,12.7,8.7,4.0,0.0,0.4406779661016949,0.09066666666666666,13.090909090909092,0.05866666666666667,8.470588235294118,0.006666666666666667,0.9625668449197861,0.006666666666666667,0.9625668449197861,0.006666666666666667,0.9625668449197861,0.025333333333333333,3.657754010695187,0.06280000000000001,0.7999999999999999,0.006377183600713013,0.39037433155080214,0.21390374331550802,0.6042780748663101,0.6238532110091742,1.1532343584305407,14.217352415026832,1.0453935599284436,0.47457627118644063,1.1525423728813557,0.2887700534759359
Orlando Woolridge,75,15.8,7.3,2.7,5.3,50.943396226415096,0.0,0.0,0.0,1.9,2.7,70.37037037037037,1.1,1.9,3.0,1.1,0.3,0.3,1.4,1.0,0.14133333333333334,0.46202531645569617,0.4992405063291139,0.562577065351418,0.5094339622641509,1.125154130702836,0.12151898734177215,0.044556962025316456,0.0769620253164557,0.008911392405063293,20.754716981132077,0.012151898734177215,0.012151898734177215,0.6,12.000000000000002,9.5,2.4999999999999996,0.0,0.5094339622641509,0.09733333333333333,16.632911392405063,0.04,6.835443037974683,0.014666666666666668,2.5063291139240507,0.004,0.6835443037974682,0.004,0.6835443037974682,0.018666666666666665,3.1898734177215187,0.09080000000000003,0.9125,0.006656540084388185,0.5316455696202531,0.15822784810126578,0.6898734177215189,0.6952380952380952,1.3995285798467885,14.622210953346856,2.203346855983773,0.5094339622641509,1.3773584905660377,0.22784810126582275
Brandon Rush,75,24.0,8.1,3.2,7.7,41.55844155844156,1.0,2.8,35.714285714285715,0.6,0.9,66.66666666666667,0.5,2.7,3.1,0.9,0.5,0.5,1.0,1.0,0.16133333333333333,0.33749999999999997,0.379,0.5002470355731226,0.4805194805194805,1.0004940711462451,0.08266666666666667,0.013333333333333334,0.07200000000000001,0.0048000000000000004,11.688311688311687,0.013333333333333334,0.013333333333333334,1.0,13.1,9.5,3.7,0.3636363636363636,0.11688311688311688,0.108,12.149999999999999,0.04133333333333333,4.65,0.012,1.3499999999999999,0.006666666666666667,0.75,0.006666666666666667,0.75,0.013333333333333334,1.5,0.09240000000000001,0.9418604651162791,0.005053333333333333,0.375,0.15416666666666667,0.5291666666666667,0.7714285714285714,1.105165193113076,21.372031662269126,2.37467018469657,0.4489795918367347,1.051948051948052,0.1708333333333333
JaVale McGee,75,15.2,6.5,2.5,5.2,48.07692307692307,0.0,0.0,0.0,1.4,2.2,63.63636363636363,1.6,2.3,3.9,0.3,0.4,1.0,0.8,1.0,0.15066666666666667,0.4276315789473684,0.45842105263157895,0.5269130998702983,0.4807692307692307,1.0538261997405967,0.16421052631578947,0.06736842105263158,0.09684210526315788,0.0025263157894736842,5.769230769230769,0.016842105263157894,0.042105263157894736,1.4,12.100000000000001,8.4,3.6999999999999997,0.0,0.4230769230769231,0.08666666666666667,15.394736842105264,0.052,9.23684210526316,0.004,0.7105263157894737,0.005333333333333334,0.9473684210526316,0.013333333333333334,2.3684210526315788,0.010666666666666668,1.8947368421052633,0.07533333333333334,0.8783783783783783,0.006112280701754386,0.4473684210526316,0.24342105263157895,0.6907894736842105,0.7647058823529411,1.5648286140089418,14.17910447761194,0.6544202066590126,0.4807692307692307,1.25,0.3486842105263159
Mike Batiste,75,16.6,6.4,2.6,6.2,41.935483870967744,0.2,1.1,18.18181818181818,0.9,1.2,75.0,1.1,2.3,3.4,0.7,0.6,0.2,0.9,0.0,0.13866666666666666,0.38554216867469876,0.4595180722891566,0.47562425683709875,0.43548387096774194,0.9512485136741975,0.1310843373493976,0.04240963855421687,0.08867469879518071,0.005397590361445782,11.29032258064516,0.02313253012048193,0.007710843373493976,0.8,11.299999999999999,8.200000000000001,3.1,0.1774193548387097,0.1935483870967742,0.08533333333333334,13.879518072289155,0.04533333333333333,7.373493975903613,0.009333333333333332,1.5180722891566263,0.008,1.3012048192771084,0.002666666666666667,0.4337349397590361,0.012,1.9518072289156625,0.07400000000000002,0.8648648648648649,0.006126907630522088,0.42771084337349397,0.18674698795180722,0.6144578313253012,0.7111111111111111,1.2561274509803921,13.927635028841113,1.5233350812794966,0.47058823529411764,1.032258064516129,0.25301204819277107
Jay Williams,75,26.1,9.5,3.6,9.1,39.56043956043956,0.9,2.7,33.33333333333333,1.4,2.1,66.66666666666666,0.4,2.2,2.6,4.7,1.1,0.2,2.3,0.0,0.21066666666666667,0.3639846743295019,0.47218390804597693,0.4738627294493217,0.44505494505494503,0.9477254588986433,0.06375478927203065,0.009808429118773948,0.05394636015325671,0.023049808429118773,51.64835164835165,0.026973180076628356,0.004904214559386974,1.3,18.1,14.6,3.5000000000000004,0.29670329670329676,0.23076923076923078,0.12666666666666668,13.103448275862068,0.034666666666666665,3.5862068965517238,0.06266666666666666,6.482758620689655,0.014666666666666668,1.517241379310345,0.002666666666666667,0.27586206896551724,0.030666666666666665,3.172413793103448,0.21146666666666672,0.8482142857142858,0.006295785440613026,0.5440613026819923,0.13409961685823757,0.6781609195402298,0.521978021978022,1.2244213351224422,20.119279454722495,9.953748782862709,0.42187500000000006,1.043956043956044,0.14942528735632185
Rex Chapman,75,29.6,16.9,7.0,16.9,41.42011834319527,0.8,2.5,32.0,2.1,2.6,80.76923076923076,1.0,1.5,2.5,2.3,0.9,0.3,1.5,1.0,0.2853333333333333,0.5709459459459458,0.6602702702702702,0.468299711815562,0.43786982248520717,0.936599423631124,0.05405405405405406,0.021621621621621623,0.032432432432432434,0.009945945945945946,13.609467455621301,0.01945945945945946,0.006486486486486486,1.2,22.9,20.2,2.6999999999999997,0.14792899408284024,0.15384615384615385,0.2253333333333333,20.55405405405405,0.03333333333333333,3.0405405405405403,0.030666666666666665,2.7972972972972965,0.012,1.0945945945945945,0.004,0.3648648648648648,0.02,1.8243243243243241,0.15719999999999998,0.8666666666666666,0.008803603603603603,0.6486486486486486,0.0912162162162162,0.7398648648648648,0.7253218884120171,1.0893011216566006,25.595579205894392,3.4834220221039707,0.43055555555555564,1.0,0.12499999999999999
Nick Young,75,15.4,7.5,2.8,6.4,43.75,0.5,1.3,38.46153846153846,1.3,1.7,76.47058823529412,0.3,1.2,1.5,0.8,0.5,0.1,1.3,1.0,0.12133333333333333,0.487012987012987,0.5485714285714286,0.5246222719641858,0.47656249999999994,1.0492445439283715,0.06233766233766234,0.012467532467532468,0.04987012987012987,0.006649350649350649,12.5,0.02077922077922078,0.004155844155844156,0.6,10.4,8.600000000000001,1.8,0.203125,0.265625,0.1,17.532467532467532,0.02,3.5064935064935066,0.010666666666666668,1.8701298701298703,0.006666666666666667,1.1688311688311688,0.0013333333333333335,0.2337662337662338,0.017333333333333333,3.038961038961039,0.06733333333333334,0.9259259259259259,0.007314285714285715,0.538961038961039,0.11688311688311688,0.6558441558441559,0.7352941176470588,1.0554737358861073,13.671875,1.4583333333333333,0.45098039215686264,1.171875,0.13636363636363635
Steve Blake,75,18.6,5.9,2.1,5.4,38.888888888888886,1.0,2.7,37.03703703703704,0.7,0.9,77.77777777777777,0.2,1.3,1.6,2.8,0.8,0.1,1.7,1.0,0.12666666666666668,0.3172043010752688,0.40301075268817205,0.5089717046238785,0.48148148148148145,1.017943409247757,0.055053763440860215,0.006881720430107527,0.044731182795698925,0.019268817204301073,51.85185185185185,0.027526881720430108,0.0034408602150537634,0.9,11.200000000000001,8.899999999999999,2.2,0.5,0.16666666666666666,0.07866666666666668,11.419354838709678,0.021333333333333336,3.096774193548387,0.03733333333333333,5.419354838709676,0.010666666666666668,1.5483870967741935,0.0013333333333333335,0.1935483870967742,0.022666666666666665,3.290322580645161,0.12680000000000002,0.9365079365079365,0.005373476702508961,0.4677419354838709,0.11827956989247312,0.586021505376344,0.5462962962962963,1.21984649122807,14.639807897545358,6.947705442902881,0.40740740740740744,1.0925925925925926,0.13440860215053763
